,C3L-01637-02,C3L-03123-02,C3L-03356-02,C3L-03743-01,C3N-00302-02,C3N-01167-01,C3N-02754-01-3,C3N-02998-03,C3L-01453-03,C3L-03348-03,C3L-03348-03-2,C3N-03000-02
ENSG00000243771.1,0,0,0,0,1,0,0,0,0,1,0,0
ENSG00000243772.8,1,1,0,0,0,0,0,0,1,1,0,0
ENSG00000243775.2,0,0,0,0,0,0,1,0,0,2,1,1
ENSG00000243777.1,1,5,0,4,7,0,6,2,4,1,3,3
ENSG00000243779.1,2,1,1,0,4,7,4,4,0,3,1,6
ENSG00000243780.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243781.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243782.3,1,0,3,1,3,0,1,3,3,4,1,1
ENSG00000243789.11,37,33,32,48,19,75,33,41,150,48,29,51
ENSG00000243792.1,0,0,1,0,0,3,1,0,6,0,2,0
ENSG00000243794.1,0,0,2,0,3,0,9,0,4,0,0,0
ENSG00000243795.1,2,1,9,8,15,7,4,7,5,8,5,4
ENSG00000243797.6,20,13,26,32,20,17,6,16,11,15,17,55
ENSG00000243799.1,1,0,0,2,0,0,7,0,0,4,0,0
ENSG00000243801.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243802.2,5,3,6,4,5,10,6,4,7,9,6,6
ENSG00000243806.1,11,13,51,36,10,15,24,49,13,20,13,12
ENSG00000243810.1,8,1,13,2,7,5,0,1,4,0,0,11
ENSG00000243811.11,41,33,64,20,39,29,22,79,43,43,43,15
ENSG00000243813.1,0,0,2,0,4,2,5,0,3,7,0,1
ENSG00000243817.3,0,0,1,0,1,9,3,0,6,2,0,3
ENSG00000243818.5,1,0,0,0,1,1,2,3,0,0,0,0
ENSG00000243819.4,4,3,6,6,4,3,3,7,5,16,9,3
ENSG00000243822.1,1,0,0,3,1,0,0,1,0,0,0,6
ENSG00000243824.1,2,6,5,3,2,2,12,5,4,8,6,8
ENSG00000243828.2,1,0,2,2,1,0,4,0,1,0,0,1
ENSG00000243829.1,24,11,7,24,16,17,31,22,17,26,20,18
ENSG00000243830.2,1,7,0,0,1,0,5,7,0,1,1,0
ENSG00000243831.1,3,0,2,3,0,9,0,0,14,1,0,3
ENSG00000243832.1,1,0,5,0,0,4,4,0,1,0,0,0
ENSG00000243836.5,17,20,29,15,17,20,26,61,94,17,22,203
ENSG00000243838.1,3,1,5,5,15,11,0,5,24,7,6,2
ENSG00000243844.1,0,2,0,1,0,0,0,1,0,0,1,0
ENSG00000243845.3,36,19,21,27,17,43,17,20,12,11,14,19
ENSG00000243847.3,7,4,5,8,3,6,6,3,6,10,8,7
ENSG00000243849.2,29,11,60,89,37,44,35,51,25,42,46,50
ENSG00000243853.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000243854.3,79,50,34,85,83,63,21,45,50,43,48,56
ENSG00000243855.1,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000243856.3,5,0,0,0,0,0,1,0,0,0,1,1
ENSG00000243859.3,6,3,2,76,6,33,3,1,16,9,7,93
ENSG00000243861.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243864.1,0,0,1,0,0,0,0,0,1,0,0,0
ENSG00000243870.3,0,3,1,1,5,0,1,0,6,3,0,2
ENSG00000243871.3,9,8,6,4,6,8,11,6,2,6,14,7
ENSG00000243872.3,6,5,0,2,2,7,18,13,4,22,14,10
ENSG00000243873.1,0,0,0,0,0,1,0,0,0,0,0,1
ENSG00000243877.1,1,0,3,0,7,0,0,0,0,0,0,0
ENSG00000243883.3,2,2,0,1,2,1,1,1,1,2,1,1
ENSG00000243885.1,11,9,25,4,9,14,0,2,0,7,12,1
ENSG00000243886.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243888.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243889.1,13,0,1,0,0,1,0,0,0,6,0,0
ENSG00000243894.1,0,0,0,0,19,37,11,0,6,3,3,2
ENSG00000243896.4,388,35,171,48,56,56,104,85,56,81,36,22
ENSG00000243900.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243902.6,1,2,9,3,0,0,10,0,1,2,0,4
ENSG00000243903.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243904.1,1,0,1,0,3,0,6,0,1,3,6,0
ENSG00000243905.3,18,4,0,7,0,0,7,3,2,17,1,4
ENSG00000243910.8,4,8,11,9,6,3,9,13,15,4,8,5
ENSG00000243911.3,49,70,39,72,40,98,26,40,38,32,31,37
ENSG00000243914.1,5,0,25,16,18,12,20,4,7,27,26,21
ENSG00000243915.1,1,0,6,1,2,6,5,2,1,3,1,2
ENSG00000243916.1,0,0,0,1,0,0,0,0,2,0,1,0
ENSG00000243918.1,1,2,0,3,0,3,2,0,1,3,2,3
ENSG00000243920.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243925.1,0,0,0,0,0,1,0,0,2,0,0,0
ENSG00000243926.2,71,28,37,36,50,83,33,38,43,26,31,21
ENSG00000243927.6,635,823,785,674,1218,1046,385,741,754,486,407,836
ENSG00000243929.1,0,0,1,0,0,1,0,0,0,0,3,1
ENSG00000243930.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243939.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243943.10,927,788,1021,1375,971,1171,855,852,1145,1305,965,1195
ENSG00000243944.5,2,1,6,13,0,11,11,0,6,5,0,9
ENSG00000243945.1,10,1,6,15,4,0,0,2,4,1,0,0
ENSG00000243951.1,38,3,30,24,25,53,22,9,26,35,16,8
ENSG00000243953.1,1,0,1,0,1,0,0,0,0,2,6,5
ENSG00000243954.3,31,6,9,8,5,3,9,5,4,24,11,5
ENSG00000243955.6,3685,58,276,693,187,1658,589,124,65,1528,682,22
ENSG00000243957.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243959.3,6,2,14,6,3,23,6,12,13,9,1,3
ENSG00000243960.1,35,11,43,59,25,44,41,41,77,35,27,25
ENSG00000243961.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243964.1,14,7,2,8,13,8,15,14,3,15,3,8
ENSG00000243967.4,0,0,0,1,0,1,11,0,0,0,3,0
ENSG00000243968.2,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000243969.1,0,1,0,1,0,0,0,0,0,0,0,1
ENSG00000243970.3,118,170,399,275,330,567,335,322,253,416,293,265
ENSG00000243974.1,2,0,0,7,4,6,5,2,1,2,1,3
ENSG00000243976.2,1,0,1,2,0,0,0,0,0,2,2,0
ENSG00000243977.1,3,1,1,1,3,4,0,2,3,3,2,2
ENSG00000243978.8,1,1,7,19,8,33,6,5,6,13,9,3
ENSG00000243979.2,13,10,30,20,32,23,4,10,25,10,17,5
ENSG00000243980.3,0,0,0,0,0,0,3,0,2,1,0,0
ENSG00000243981.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243986.2,39,39,43,53,97,72,55,28,71,52,39,80
ENSG00000243988.1,5,3,6,0,3,4,1,7,1,8,6,4
ENSG00000243989.9,27,29,6,10,13,47,16,12,12,20,5,10
ENSG00000243991.3,7,0,0,3,0,0,4,0,0,1,0,0
ENSG00000243995.3,0,0,0,1,0,1,0,1,0,0,0,0
ENSG00000244000.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244002.1,0,0,1,0,1,0,1,0,0,1,0,1
ENSG00000244003.3,9,1,3,7,3,1,3,4,1,2,3,2
ENSG00000244004.1,87,110,26,43,24,532,38,85,17,28,36,17
ENSG00000244005.13,753,378,516,585,567,910,444,477,676,630,408,620
ENSG00000244006.3,2,0,5,1,1,2,0,0,1,0,0,2
ENSG00000244009.1,4,3,5,3,3,1,2,1,2,1,2,19
ENSG00000244018.1,27,10,16,28,15,11,14,11,28,16,10,25
ENSG00000244019.1,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000244020.3,1,0,0,0,0,2,1,0,0,0,0,0
ENSG00000244021.4,4,5,6,11,0,4,16,25,9,11,12,15
ENSG00000244024.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244025.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244026.6,401,228,229,196,273,344,263,144,153,224,192,184
ENSG00000244031.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244033.3,0,1,0,0,1,0,2,1,0,3,0,0
ENSG00000244034.3,2,0,0,1,0,0,2,0,0,1,0,0
ENSG00000244036.3,10,3,4,6,4,10,4,7,2,7,5,9
ENSG00000244038.11,10154,5866,5567,8696,3521,7266,3776,4474,6063,7526,5919,5428
ENSG00000244039.1,0,1,1,0,0,1,0,0,0,0,0,1
ENSG00000244040.7,11,12,35,37,15,17,15,13,20,42,26,27
ENSG00000244041.7,87,43,73,79,61,106,63,99,50,88,98,52
ENSG00000244043.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000244044.3,78,39,41,85,67,113,70,42,46,55,52,62
ENSG00000244045.13,264,189,205,261,168,273,161,239,143,220,155,231
ENSG00000244048.1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000244050.2,2,0,3,2,10,0,3,2,3,7,2,3
ENSG00000244052.1,12,0,17,14,26,29,25,18,37,43,23,27
ENSG00000244053.1,2,2,5,2,1,2,4,2,2,3,3,2
ENSG00000244055.2,289,149,296,251,231,246,195,221,322,252,229,195
ENSG00000244056.3,7,10,13,5,8,8,24,4,14,21,13,19
ENSG00000244057.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244060.2,38,21,27,33,17,29,19,19,28,23,23,21
ENSG00000244061.1,2,0,6,2,13,3,6,5,9,4,3,2
ENSG00000244062.1,1,2,7,2,6,2,2,5,20,8,0,4
ENSG00000244063.1,3,3,9,2,1,12,7,3,5,6,0,6
ENSG00000244065.1,2,3,4,11,11,6,6,15,6,1,5,5
ENSG00000244066.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244067.3,369,6,4,14,18,108,35,1,2,235,57,6
ENSG00000244071.1,2,0,0,3,3,1,1,5,0,1,0,4
ENSG00000244073.1,28,12,35,36,25,34,62,41,19,54,36,36
ENSG00000244076.1,0,0,0,0,0,0,1,0,0,1,0,0
ENSG00000244080.3,6,2,3,3,4,7,7,3,5,4,5,2
ENSG00000244081.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244083.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244086.1,3,1,1,7,1,3,6,6,7,9,9,3
ENSG00000244088.1,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000244089.1,1,0,0,2,0,0,0,2,0,0,0,0
ENSG00000244091.1,21,1,1,8,0,0,1,1,2,3,4,5
ENSG00000244094.2,0,0,2,0,1,0,0,0,1,1,0,0
ENSG00000244097.1,29,29,20,21,36,50,44,28,16,46,25,23
ENSG00000244099.1,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000244101.1,3,5,15,12,18,16,6,5,8,10,8,9
ENSG00000244104.3,1,0,1,0,1,1,5,1,4,1,2,0
ENSG00000244107.3,0,0,0,0,0,0,0,1,0,1,2,0
ENSG00000244112.3,53,2,4,29,6,5,25,16,4,34,3,13
ENSG00000244113.1,4,0,11,7,7,6,8,8,2,10,4,7
ENSG00000244115.1,0,0,0,1,3,0,0,1,0,0,0,0
ENSG00000244116.3,169,12,10,2,6,3,21,25,20,11,7,5
ENSG00000244119.1,58,49,68,75,44,96,62,48,116,76,72,23
ENSG00000244122.2,250,27,87,524,49,80,39,48,274,265,244,187
ENSG00000244124.1,130,263,64,141,97,96,48,415,167,53,64,44
ENSG00000244125.1,2,0,1,0,3,3,1,1,1,4,2,0
ENSG00000244128.7,24,5,6,939,428,8,1,2,145,8,0,51
ENSG00000244130.1,0,0,0,0,0,0,3,0,0,0,0,0
ENSG00000244131.2,10,4,10,13,24,9,22,21,8,13,14,15
ENSG00000244134.1,12,13,12,12,38,12,10,27,10,23,19,12
ENSG00000244137.1,24,4,104,8,5,110,24,6,8,56,43,9
ENSG00000244139.3,8,0,4,5,2,4,1,3,0,4,2,4
ENSG00000244142.1,0,2,0,0,0,0,1,0,0,0,0,0
ENSG00000244144.1,25,7,33,67,27,65,22,6,23,14,8,21
ENSG00000244146.1,0,0,0,1,0,0,0,0,0,0,1,1
ENSG00000244151.1,8,4,8,12,9,36,6,6,8,13,11,3
ENSG00000244153.1,3,2,3,3,5,4,4,0,1,5,11,3
ENSG00000244155.1,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000244157.1,1,1,2,3,1,0,1,4,4,6,4,3
ENSG00000244158.1,1,0,1,3,1,2,1,1,4,5,0,3
ENSG00000244159.1,1,3,3,0,3,2,1,0,5,3,4,5
ENSG00000244161.1,521,508,248,1426,272,349,346,246,246,249,239,511
ENSG00000244165.2,52,21,83,35,93,77,51,50,42,70,42,29
ENSG00000244167.1,0,3,13,8,11,14,14,1,8,5,4,5
ENSG00000244169.3,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000244171.4,3,3,3,3,1,0,6,4,10,6,6,2
ENSG00000244176.1,2,1,4,1,9,0,3,0,0,1,3,2
ENSG00000244183.1,49,26,16,18,18,36,23,26,27,18,17,34
ENSG00000244184.1,0,6,3,0,2,0,0,0,1,3,2,0
ENSG00000244187.8,762,515,334,456,209,806,797,294,237,609,322,295
ENSG00000244192.1,0,2,0,2,0,0,0,0,1,0,1,0
ENSG00000244193.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244194.3,26,1,1,6,3,0,11,15,0,20,6,9
ENSG00000244196.1,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000244197.3,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000244198.7,436,115,231,95,120,96,161,156,96,114,73,59
ENSG00000244199.1,0,0,0,0,0,1,1,0,0,0,0,0
ENSG00000244203.2,101,61,98,62,91,97,64,101,89,65,37,108
ENSG00000244213.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244215.2,1,0,7,0,1,1,0,0,3,0,1,0
ENSG00000244217.1,3,7,15,5,5,13,6,2,5,4,1,6
ENSG00000244218.3,55,54,50,74,44,122,49,44,60,27,27,92
ENSG00000244219.7,18,6,22,12,12,7,11,19,50,10,13,13
ENSG00000244222.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244226.1,167,233,79,95,90,141,75,77,59,94,68,70
ENSG00000244227.7,26,5,9,22,12,32,8,114,7,15,7,35
ENSG00000244229.1,24,24,27,22,19,20,36,37,20,55,32,20
ENSG00000244230.3,185,18,12,28,19,22,95,13,16,81,55,9
ENSG00000244231.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244232.3,23,19,16,24,28,26,18,16,17,27,13,23
ENSG00000244234.3,2,4,0,3,4,0,1,0,0,1,1,0
ENSG00000244235.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244236.3,13,2,6,16,6,14,5,12,8,4,7,1
ENSG00000244237.1,0,2,0,0,0,0,0,0,0,0,1,1
ENSG00000244239.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244242.2,33,42,25,44,176,53,21,19,61,26,12,23
ENSG00000244244.2,9,1,0,1,3,3,3,3,1,2,1,9
ENSG00000244245.1,10,3,3,3,17,5,2,6,5,7,12,4
ENSG00000244246.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244247.2,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000244249.1,0,0,0,0,2,1,3,0,3,1,1,4
ENSG00000244251.1,0,0,0,0,0,0,3,2,2,7,3,1
ENSG00000244253.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244255.5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244256.3,57,27,37,39,13,16,30,27,22,31,15,18
ENSG00000244257.5,3,2,6,6,0,0,5,3,9,16,9,5
ENSG00000244259.1,3,0,1,0,0,0,1,1,0,0,0,0
ENSG00000244260.2,0,0,0,1,1,0,0,0,0,0,0,0
ENSG00000244264.3,26,2,3,5,2,2,13,6,1,13,11,2
ENSG00000244265.2,28,22,66,38,50,82,23,52,36,26,20,19
ENSG00000244266.1,9,1,5,4,4,4,3,4,3,6,5,4
ENSG00000244267.1,2,1,3,8,4,4,1,3,1,0,0,3
ENSG00000244268.1,7,3,4,10,4,9,2,7,5,5,4,8
ENSG00000244270.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244273.1,6,1,1,0,0,0,2,0,1,1,2,0
ENSG00000244274.8,91,23,49,82,48,135,32,61,60,59,45,74
ENSG00000244278.1,0,3,0,0,1,1,3,0,0,0,0,0
ENSG00000244280.1,3,0,83,29,28,29,13,0,3,14,21,18
ENSG00000244281.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244283.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244286.1,28,27,31,41,69,49,35,19,56,28,39,87
ENSG00000244289.1,7,1,2,0,1,19,3,1,3,10,5,3
ENSG00000244292.1,1,0,18,8,5,8,4,4,6,5,4,6
ENSG00000244294.3,5,2,0,2,1,0,1,1,0,1,0,1
ENSG00000244295.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244296.3,10,7,9,14,10,15,6,15,13,6,13,12
ENSG00000244297.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244300.3,54,15,101,73,200,35,84,44,139,94,38,66
ENSG00000244301.6,0,1,7,2,7,1,13,11,5,7,2,3
ENSG00000244302.2,3,0,0,0,2,2,4,0,0,1,1,0
ENSG00000244306.11,246,149,88,157,396,533,23,71,192,59,96,644
ENSG00000244307.3,19,2,2,7,2,2,7,3,2,12,6,6
ENSG00000244308.2,5,0,6,1,0,2,2,0,0,3,5,3
ENSG00000244310.2,21,0,2,0,3,4,1,0,0,0,1,0
ENSG00000244313.3,97,71,118,119,61,124,79,107,93,142,135,210
ENSG00000244314.3,4,5,10,12,17,6,9,9,3,14,9,10
ENSG00000244318.3,1,0,2,0,2,1,0,0,0,0,0,0
ENSG00000244321.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244326.3,4,0,0,1,1,0,1,3,0,4,1,3
ENSG00000244327.1,36,18,45,29,31,64,13,36,24,17,14,14
ENSG00000244328.3,0,2,0,1,1,0,1,1,0,1,1,2
ENSG00000244329.1,0,0,0,0,0,4,0,0,0,0,0,0
ENSG00000244331.1,0,0,2,0,1,0,1,0,2,1,0,0
ENSG00000244332.1,25,43,13,8,25,25,3,12,10,9,12,9
ENSG00000244335.3,0,0,0,0,0,0,2,0,2,2,1,0
ENSG00000244337.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244342.5,13,12,3,62,6,95,9,13,23,8,5,17
ENSG00000244345.1,1,0,0,0,1,0,0,2,0,2,0,0
ENSG00000244346.1,30,32,64,40,59,55,28,33,48,48,43,39
ENSG00000244349.1,3,0,3,5,10,6,4,5,3,7,6,6
ENSG00000244355.7,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000244356.3,66,25,68,66,53,70,53,59,30,91,43,82
ENSG00000244357.3,41,42,22,24,16,32,22,35,21,26,28,25
ENSG00000244358.1,5,1,51,6,13,0,18,0,3,266,94,14
ENSG00000244361.1,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000244362.3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244363.3,20,5,10,13,9,20,22,15,8,34,19,19
ENSG00000244371.2,51,16,13,24,21,63,1,34,37,40,29,43
ENSG00000244372.3,2,0,0,1,0,0,0,0,0,0,0,0
ENSG00000244376.3,0,1,1,0,2,0,2,0,5,0,2,0
ENSG00000244378.1,23,32,28,8,18,36,17,37,24,17,21,21
ENSG00000244380.1,2,0,3,2,0,5,1,5,2,0,5,2
ENSG00000244381.1,2,0,0,1,0,0,3,0,0,1,3,0
ENSG00000244383.2,43,1,20,2,7,29,12,16,2,7,2,6
ENSG00000244384.3,97,20,16,41,19,29,28,30,24,49,49,26
ENSG00000244389.3,5,5,8,10,6,7,17,12,7,13,3,10
ENSG00000244390.2,20,3,6,4,29,22,12,6,13,14,5,6
ENSG00000244391.3,37,26,41,24,29,65,37,45,23,28,17,37
ENSG00000244392.3,0,0,0,2,0,0,0,1,3,0,0,0
ENSG00000244395.6,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244398.1,76,55,55,46,58,50,39,86,28,63,52,72
ENSG00000244399.3,0,0,1,0,1,0,1,0,0,2,2,0
ENSG00000244400.2,0,0,0,0,0,0,0,0,3,0,0,1
ENSG00000244402.3,63,3,2,8,1,3,11,2,0,50,1,9
ENSG00000244404.3,2,1,0,0,0,0,0,0,0,0,0,1
ENSG00000244405.8,1529,1802,1363,1427,3132,1603,867,1523,1225,1230,927,1268
ENSG00000244411.4,4,2,5,7,10,19,4,2,10,3,6,3
ENSG00000244413.1,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000244414.7,6,0,6,5,0,0,4,5,3,9,4,1
ENSG00000244422.3,0,0,0,0,0,0,0,1,0,1,0,0
ENSG00000244425.3,10,9,18,6,8,19,17,19,16,12,10,8
ENSG00000244427.1,3,0,0,0,1,3,2,0,12,4,0,2
ENSG00000244429.1,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000244432.2,2,14,4,3,8,2,1,8,13,1,5,0
ENSG00000244436.2,1,0,0,0,0,0,1,0,1,0,1,0
ENSG00000244437.1,1026,1355,1106,90,273,508,2546,1397,2027,483,239,784
ENSG00000244441.1,2,2,3,3,5,1,1,1,0,1,3,1
ENSG00000244451.1,27,26,19,30,22,19,2,26,34,17,13,18
ENSG00000244456.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244457.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244459.2,18,3,16,16,10,35,17,10,25,17,9,7
ENSG00000244461.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244462.8,4435,3703,3490,4492,3728,5085,2974,4155,3727,4421,2826,4960
ENSG00000244464.2,15,4,41,31,13,31,34,25,33,27,31,69
ENSG00000244468.1,0,1,8,5,0,1,2,0,1,3,0,5
ENSG00000244470.2,0,0,10,0,0,11,0,0,7,0,0,2
ENSG00000244471.6,1,3,10,35,38,3,13,11,14,10,8,30
ENSG00000244474.6,83,6,27,160,6,25,9,14,73,64,71,63
ENSG00000244476.3,63,116,206,151,197,119,56,153,106,174,112,226
ENSG00000244479.7,23,19,67,11,15,54,12,18,45,44,33,33
ENSG00000244480.1,54,26,76,42,59,97,78,52,71,61,45,36
ENSG00000244482.10,319,299,152,68,86,109,82,223,206,120,82,186
ENSG00000244485.1,2,0,2,2,2,4,3,2,0,4,0,2
ENSG00000244486.9,251,120,227,424,303,361,403,163,722,403,420,464
ENSG00000244490.1,84,73,70,148,50,149,50,84,62,89,43,108
ENSG00000244491.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244493.1,3,5,8,5,6,3,7,18,13,10,9,2
ENSG00000244501.3,2,6,15,3,37,4,2,2,9,6,6,4
ENSG00000244502.2,2,1,3,0,0,7,1,3,1,0,0,0
ENSG00000244503.1,99,3,68,63,66,78,172,3,5,555,308,6
ENSG00000244509.4,924,775,1050,532,602,482,719,1223,762,852,637,583
ENSG00000244510.2,0,3,2,2,4,1,0,0,1,7,3,0
ENSG00000244512.3,0,0,0,2,0,4,0,1,3,0,0,0
ENSG00000244513.7,169,186,142,177,197,177,99,201,166,174,121,158
ENSG00000244514.3,25,17,14,37,8,12,13,28,2,48,19,20
ENSG00000244515.1,16,5,36,17,23,38,10,16,7,16,11,6
ENSG00000244521.3,1,0,0,1,1,0,0,0,0,0,0,2
ENSG00000244527.1,8,1,2,2,11,2,1,5,0,5,1,1
ENSG00000244528.1,2,0,0,0,0,0,1,1,1,0,0,0
ENSG00000244532.1,0,0,1,0,0,0,0,0,0,0,2,1
ENSG00000244534.3,0,0,2,0,1,0,0,0,0,0,1,0
ENSG00000244535.1,2,0,0,3,1,0,3,1,0,2,0,2
ENSG00000244537.3,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000244538.1,1,1,2,0,3,2,5,2,2,6,2,0
ENSG00000244540.2,14,6,10,19,17,28,4,11,5,18,6,18
ENSG00000244541.6,2,0,2,3,4,25,5,1,2,4,7,4
ENSG00000244544.2,0,2,1,0,0,0,1,1,0,0,4,0
ENSG00000244545.1,0,0,0,0,0,0,0,2,0,0,0,1
ENSG00000244550.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244551.2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244556.1,104,116,76,109,134,164,87,74,106,88,56,120
ENSG00000244558.6,12,1,10,11,3,9,8,12,3,15,11,15
ENSG00000244559.1,39,27,19,5,2,32,16,1,2,16,13,22
ENSG00000244560.7,156,40,97,71,122,123,131,101,105,110,81,88
ENSG00000244561.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244563.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244564.2,10,1,5,5,0,16,3,2,2,2,9,17
ENSG00000244565.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244568.3,1,0,1,0,0,0,0,0,1,1,2,0
ENSG00000244571.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244573.3,0,0,3,1,1,0,1,0,0,2,6,1
ENSG00000244575.3,403,684,574,71,192,390,194,931,584,194,97,59
ENSG00000244578.1,0,1,4,0,1,4,1,1,1,0,1,0
ENSG00000244582.2,5,1,0,4,4,4,2,1,1,2,0,5
ENSG00000244585.1,1,2,2,1,4,5,6,0,3,3,4,2
ENSG00000244586.1,44,23,76,123,29,66,27,16,103,39,74,106
ENSG00000244588.5,8,0,1,0,3,2,0,1,1,0,0,1
ENSG00000244593.1,5,1,7,3,5,5,9,7,2,15,8,6
ENSG00000244604.1,22,19,8,16,18,14,17,17,29,11,7,37
ENSG00000244607.7,9,6,12,6,10,9,17,4,5,15,8,7
ENSG00000244610.3,6,2,9,1,2,8,21,20,5,18,13,4
ENSG00000244615.1,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000244617.2,53,10,60,68,58,227,70,60,103,99,62,183
ENSG00000244618.3,8,8,7,11,4,6,10,19,12,15,10,2
ENSG00000244619.2,0,1,0,0,4,0,0,0,2,0,0,0
ENSG00000244620.1,7,17,5,1,2,2,8,22,12,2,0,5
ENSG00000244621.1,0,0,0,0,1,0,3,0,0,1,0,0
ENSG00000244623.1,4,0,5,16,5,14,10,3,42,2,0,1
ENSG00000244624.3,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000244625.7,624,354,556,490,447,705,618,643,645,676,496,661
ENSG00000244627.5,436,355,611,505,283,369,286,456,476,420,401,461
ENSG00000244630.2,7,6,8,6,11,14,8,8,9,15,16,7
ENSG00000244632.3,15,0,7,0,6,19,8,0,2,6,7,0
ENSG00000244640.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244641.2,0,0,7,0,0,0,0,9,1,0,0,1
ENSG00000244642.3,197,237,177,212,129,123,666,139,153,302,792,209
ENSG00000244646.4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244649.5,1106,1039,666,136,115,1917,654,70,158,570,416,799
ENSG00000244650.2,0,0,0,1,0,0,0,0,0,0,0,1
ENSG00000244652.1,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000244653.1,0,0,0,0,0,1,0,0,0,0,1,4
ENSG00000244657.1,2,3,2,4,4,0,4,3,7,1,3,2
ENSG00000244661.1,12,0,0,0,0,0,2,0,1,10,0,0
ENSG00000244662.1,1,2,1,0,0,0,0,3,1,0,1,2
ENSG00000244668.1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244669.1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000244671.3,30,4,7,9,3,3,5,8,4,22,7,7
